,doc_id,doc_text,KILL,ARREST,ANY_ACTION,FAIL,FORCE
145,471,"This story is from March 10, 2002

patna: the centre is considering a proposal to make it compulsory for foreigners to present â€˜aids freeâ€™ certificate before they are allowed into the country, union health and family welfare minister c p thakur said on saturday. the measure had become necessary to check the rise of hiv cases following contacts with foreigners visiting the country, he said quoting reports. high-level meetings of the union health and tourism ministries and ministry of external affairs have already been held to give final touches to the proposal and necessary details are being worked out so that the tourism industry is not affected, he said. he said many countries in the world have taken similar steps to contain the growth of aids. north korea has made it compulsory for its citizens to undergo aids check-up before leaving the country and after arrival from abroad. he stressed the need for mobilising additional funds for the health sector and said several schemes were being planned by the union health ministry to attract nris. he had also held many rounds of talks with top industrial houses and requested them to spend time in the improvement of healthcare in the country, particularly in the rural areas, the minister added. a low cost health insurance scheme would be introduced soon for the poor in which people would be asked to contribute a small amount to get benefit of the scheme, thakur said. he said a committee has been formed in the union health ministry to keep a tab on the spread of plague in the country, particularly in himachal pradesh, maharashtra and gujarat. on providing medical assistance to afghanistan, he said the ministry had sent doctors, large quantities of medicine and health equipment.",0,0,0,0,0
146,476,"This story is from March 3, 2002

pune: anticipating communal tensions in the wake of the recent rioting in gujarat, the city police have clamped restrictions on public meetings and the use of loudspeakers till march 25. the order has been issued by additional commissioner of police p.t. lohar. the restrictions also apply to victory processions of electoral candidates in the recent civic polls. the results are expected to be announced on march 5.while the last phase of the elections are slated to be held on sunday (today), the counting will begin from monday, march 4. mahashivratri celebrations on march 12-16 and muharram on march 25 will also be affected by the order. meanwhile, the city and rural police have made special preparations for counting of votes. over 1,200 policemen and 61 wireless mobile vans will be deployed on duty at the various counting centres. a state reserve police company has also been requisitioned, sources revealed.",0,0,1,0,0
147,477,"gandhinagar: bjp president jana krishamurthy has rejected the strong yearning of the state party leadership for holding early state assembly polls in gujarat, to take advantage of the communal polarisation after the recent riots. he told newspersons soon after filing his nomination papers for the rajya sabha seat from gujarat that the bjp would not like to take advantage of the situation. ""the situation does not demand fresh elections, the next assembly polls are scheduled only for february 2003"", he said on monday evening. a puzzled chief minister narendra modi sat by quietly, signalling to his party boss from delhi to restrain himself from making such a statement. but an adamant krishnamurthy made it clear to all those who wanted an early poll that the bjp does not believe in taking advantage of ""such a situation."" he emphasised ""i detest the very talk about an early poll in gujarat under such circumstances"", adding, ""we do not take political mileage from such an eventuality"". saying he did not have enough time to read reports as to in whose favour has the popular sentiment gone after the riots, krishnamurthy emphasised, ""i have visited ahmedabad city. what i can say is the state government''s effort to control the communal riots early should be appreciated. one can only draw a parallel with the 1984 anti-sikh riots in delhi, when more than 3,000 men, women, children died, and the prime minister justified it saying when a big tree falls, some commotion was bound to happen."" krishnamurthy said, ""though all the law and order machinery was readily available, the riots could not be controlled in delhi. here, within 24 hours, the law and order situation improved."" agreeing the largest number of people had died during the latest riots than anyone that preceded, he added, ""it is, however, not a question of numbers. even if one dies, it is a sad thing. the state government should now protect the people and ensure that such a thing does not happen in society."" referring to the view now widely being taken among large sections of intelligentsia and business circles that the state''s economy has been pushed back because of the communal disturbances, krishnamurthy said, ""gujaratis have enough stamina and resilience to come out of unhappy situations. it has the ability to quickly overcome disasters like drought, earthquake and communal riot. i want peace to return quickly in the state. the state government needs all the help from every quarter."" saying that rehabilitation be the first priority for the government and non-government organisations, krishnamurthy said the government''s efforts in controlling the riots and heals their wounds will go a long way in contributing to the party''s electoral successes in future. ""in the recent bypolls, we may not have got votes. but we must remember our past experience. we were just two mps in india in 1984 - one each from andhra pradesh and gujarat. today, we are the single largest party in the country"", he said. related storiesÂ  security tightened for shivratri in gujaratÂ  curfew lifted completely in ahmedabadÂ violence in gujarat: complete coverageÂ gujarat: a brief history of inquiry commissions  

Facebook Twitter Linkedin Mail",0,0,0,0,0
148,480,"new delhi: even as gujarat remained in the grip of communal frenzy for the fourth day in succession and evidence continued to accumulate of the state government''s indifferent attitude towards the violence, prime minister vajpayee broke his delphic silence and made an appeal on national television saturday asking people to help restore peace.       read this story in...          Â Â hindi    though all reports from gujarat have stressed that the violence is the handiwork of well-organised mobs and that the overwhelming majority of people of all religions want peace, vajpayee largely confined himself to asking the citizens of gujarat to â€˜â€˜maintain harmonyâ€™â€™. he did not warn those organisations and individuals which were indulging in a killing spree that they would be dealt with firmly. nor did he stress that policemen and other officials who fail to protect the people would be punished. the pm described the gujarat carnage as a blot on the nationâ€™s image which had put everybody on trial and was spoiling indiaâ€™s image abroad. â€œthere are times when the country is put to test. the violence in gujarat has created such a condition,â€™â€™ vajpayee said, adding that whatever may be the provocation, people should exercise restraint and ensure peace. he said he was confident that the current frenzy would be controlled and communal harmony restored in the state. just as india had overcome crises in the past, the country would be able to do so this time as well, he added. recalling the appeal made by leaders of major political parties on friday night, vajpayee said he was sure people belonging to all religions would consider the plea and help the authorities in creating communal harmony.  

Facebook Twitter Linkedin Mail",0,0,0,1,0
149,485,"This story is from March 12, 2002

gaya: the gaya unit of the janwadi lekhak sangh, on sunday evening organised an interactive programme to promote harmony. story writers, poets, critics and activists gathered on the m g college premises at the call jointly given by shaiwal, the well-known story writer of the award-winning film damul, and poet satendra kumar whose poems on communal harmony and socio-economic justice have been widely appreciated in the literary circles at the national level. speaking on the occasion, story writer hussainul haque said that the hindutva leaders, through their action and words, were, unwittingly, proving jinnah, the founder of pakistan, right. maintaining that the indian muslims are here to stay and contribute to the growth of the beautiful indian mosaic, haque said that the muslims cannot be simply wished away. jinnah, through his much-publicised two-nation theory conveyed the impression that being inherently antagonistic, the hindus and muslims simply cannot live together in the indian subcontinent as they constituted separate nationalities. the vibrant presence of the muslims was a testimony to indian secularism and a loud negation of the jinnah doctrine, said haque. he made a forceful plea for the preservation of the great indian tradition of love, compassion and fraternal fragrance. the story writer also took the muslim clerics to task for what he called an unislamic approach to social issues. when allah did not differentiate between different groups in the distribution of his bounty on the basis of faith, how can the mullahs make the earth narrow for those who did not subscribe to their belief. this tendency on the part of some muslim clerics was a negation of islam and the holy quran, said the author. shaiwal recalled his personal experiences in the making of ""faces after the storm"", an acclaimed documentary made by prakash jha on the aftermath of the biharsharif riots of the early eighties. shaiwal was closely associated with the venture. he also quoted some of the lines from the documentary. har ek qadam pe wahshaton ke saye hain, na jane kaisi ye basti basa rahe hain log (everywhere the shadow of barbarism can be seen, what kind of community was being developed), said one of the inscriptions displayed at the janwadi lekhak sangh function venue. activist t n singh paid tributes to the gayaites for insulating the city from the fast-spreading communal virus. it was an example for others. singh recalled that soon after the ayodhya demolition of december 1992, millions of hindus and muslims simultaneously gathered on either side of the river falgu to offer pindadan and hold ijtama, a mega religious congregation of muslims in a spirit of harmony and fraternal feelings. poet satendra kumar made a forceful plea to marginalise the lumpen elements in the two major communities to allow the voice of sanity to prevail. in his presidential speech, shafi mashhadi, writer and former member of the bihar public service commission, took a dig at the sangh parivar through a couplet: uski in hi baton per mujh ko rashk ata hai, who tegh se marham mere zakham par lagata hai (his craft makes me envious as the sword is used to apply balm on my wounds). those present at the function included gopal lal mahto, dr farasat hussain, faiyaz hali, and brother samuel.",0,0,0,0,0
150,489,"new delhi: a high-level meeting at the prime minister''s residence here on sunday evening decided the stand to be taken before the surpeme court which on march 13 will hear a petition seeking deployment of army at the disputed site in ayodhya. ""we decided the stand to be taken by the government on march 13 before the supreme court during hearing of the petition,"" attorney general soli sorabji, who was present at the meeting, said. he, however, declined to spell out the stand. besides prime minister atal bihari vajpayee, those attended the meeting were home minister l k advani, law minister arun jaitely, hrd minister murli manohar joshi, defence minister and nda convener george fernandes, bjp president jana krishnamurthy and national security adviser brjaesh mishra. the supreme court had fixed march 13 for hearing of the petition, filed by one aslam bhure, seeking deployment of army and seizure of stones lying at kar sevak puram in ayodhya and pindwara in rajasthan for use at the proposed ram temple.

Facebook Twitter Linkedin Mail",0,0,0,0,0
151,491,"lucknow: infuriated by the vishwa hindu parishad (vhp)â€™s compromise with the centre, ram janambhoomi nyas president mahant ramchandra paramhans das on saturday threatened to boycott the proposed march 15 â€˜â€˜symbolic shila pujanâ€™â€™ programme. talking to the times news network over phone from ayodhya, mahant ramchandra paramhans das said, â€˜â€˜i may not participate in the proposed march 15 symbolic shila pujan programme. main wahan jaun ya na jaun ye meri marzi hai. waise ab meri ichcha nahi hain wahan jaane ki (itâ€™s my decision to go there or not...anyway, i donâ€™t feel like going there now). but why is the mahant annoyed with the vhp leadership? firstly, he was not taken into confidence when the vhp was forced by the rashtriya swayamsevak sangh (rss) and the vajpayee government to give an undertaking that it would abide by the court verdict. when mahant das, who was part of the vhp delegation, came to know about the undertaking, he had threatened to quit. he would have withdrawn from the talks but vhp general secretary acharya giriraj kishore held a press conference to issue a contradiction. secondly, mahant das was peeved at the involvement of the all-india muslim personal board in the talks. another objection apparently was allowing kanchi seer jayendra saraswati to force the vhp accept the compromise formula without the centre giving it any concessions on security relaxation and an assurance to transfer the acquired land in ayodhya to the ram janambhoomi nyas by june 2. thirdly, vhp working president ashok singhalâ€™s announcement that the vhp has given an undertaking to accept the court verdict saw mahant das packing his bag and leaving delhi. he not only withdrew from the talks but refused to sign the agreement on the compromise formula prepared by jayendra saraswati.

Facebook Twitter Linkedin Mail",0,0,0,0,0
152,499,"This story is from March 7, 2002

chandigarh: cotton-growers may be allowed to grow the legally-approved genetically modified cotton variety in the coming kharif season. according to senior officials in the ministry of agriculture, the field trials of bacillus thercinogenesis implanted cotton seeds, conducted under the supervision of the indian council of agriculture research and the department of bio-technology, have shown positive results on all parameters. it is likely to get the go-ahead from the genetic engineering approval committee of the ministry of environment and forests. official sources said the government had also taken cognisance of the experience of other cottongrowing nations in the world, including china, where one-third of the produce is of the bt variety. the genetically modified variety has attracted a great deal of attention from farmers in punjab and haryana, where cotton is cultivated in about 12 lakh hectares. haryana financial commissioner and secretary, agriculture, naseem ahmed said:â€˜â€˜the effect of american bollworm on the cotton crop in punjab and haryana assumed epidemic proportions in 2001. more than 50 per cent of the crop was lost to the disease. in haryana alone, seven lakh bales of cotton were produced against an estimated production of 15 lakh bales.â€™â€™ ahmed said farmers failed to control the disease despite 15 rounds of pesticide spraying. haryanaâ€™s joint director, cotton, b s duggal, said: â€˜â€˜cotton-growers ultimately ended up paying from their own pockets.against an average return of rs 10,000 a hectare in 2001, an average cotton grower ended up spending around rs 11,000 just to save the crop.â€™â€™ spraying of pesticides cost rs 7,000 a hectare. officials said the fear of american bollworm led to stray cases of farmers buying the genetically modified seeds from gujarat on their own. â€˜â€˜and in some cases, they ended up buying the wrong variety due to their ignorance,â€™â€™ pointed out haryanaâ€™s director of agriculture rajeev arora. special secretary, agricultrure, hemendra kumar, said:â€˜â€˜the gm variety cannot be introduced without stringent field trials of the new variety. the trials have been done keeping in view the local growing conditions, ecology, chances of development of a monoculture and development resistance to the gene by american bollworm. the report is ready and the decison will be known in the near future.â€™â€™",0,0,0,0,0
153,502,"new delhi: the all india muslim personal law board''s committee on babri masjid on monday threatened to move the supreme court, if necessary, to restrain vhp from going ahead with its plan to shift the carved stones to the ram janambhumi site in ayodhya on march 15 even as it demanded reconstruction of the demolished mosque at the disputed site.       read this story in...          Â Â hindi    ""the committee has decided to adopt all constitutional and democratic means to thwart vhp''s plan to symbolically start construction of the temple on the acquired land. if need be, we will appraoch the supreme court to get a restrain order,"" board''s executive member yusuf hathim muchala told reporters here. the committee on babri masjid is the umbrella organisation of all babri outfits including the babri masjid coordination committee and babri masjid action committee. muchala said vhp''s demand for return of so-called undisputed land was ""illegal and the government has no power to concede the same."" ""the decision of the supreme court is unambiguous and clear in this regard and the government is bound to keep the acquired land in safe custody as the receiver till the court decided the title suit relating to the babri masjid and the scheme described in the ayodhya requisition act is implemented,"" he said. ""we want reconstruction of the mosque at the site where it stood,"" muchala said adding the panel had an ""open mind"" for a dialogue on the issue ""with the government, but not with the sangh parivar."" referring to prime minister atal bihari vajpayee''s statement that both sides were ""unrelenting"", muchala said, ""no emissary of the prime minister contacted the board and the government never invited us to present our case and therefore it is not correct to say that talks failed as there were no talks between the board and the government."" he regretted that while the government was having hectic parleys with sangh parivar outfits on the issue, muslim organisations were being ""ignored"". muchala said vajpayee''s decision to refer the case to the union law minister to examine the legal aspects of handing over the ""undisputed"" land to the vhp trust ""revealed the hidden sympathy of the centre to appease vhp and other organisation of the sangh parivar."" ""such appeasement will embolden vhp and bajrang dal to adopt pressure tactics and vitiate the communal atmosphere. this policy of appeasement is detrimental to democratic values of our polity and the rule of law,"" he said and urged vajpayee to stick to his words that only a court verdict can solve the issue. he, however, appreciated the government''s move to prevent ram sevaks from entering ayodhya describing it as a ""right step in the right direction."" on the suggestion that the court hearing in the case be expedited on a day-to-day basis, muchala alleged that the vhp was ""unnecessarily dragging the ongoing proceedings through irrelevant cross-examination."" ""let them prove before the court that it (ram temple) was a matter of faith,"" he said. related storiesÂ up govt determined not to allow build-up of kar sevaksÂ babri masjid panel threatens to move scÂ authorities lock vhp''s workshop in ayodhya  

Facebook Twitter Linkedin Mail",0,0,0,0,0
154,505,"ahmedabad: for the first time since the deadly attack on it in godhra two weeks back, the sabarmati express was on tuesday night back on rails. the train left here amid tight security and was heading for ayodhya but ram sevaks heading for the march 15 programmes in the temple town did not board the train here. the train passed through the violence-hit godhra ""without any trouble,"" railway police sources said. ""the train passed off at 1230 mid-night and no passenger boarded in from godhra."" there was unprecedented security at the railway station. godhra collector jayanti s ravi said over phone that security arrangements had been made to ensure safe passage of of the train through the town where four coaches of the train were burnt down on february 27 leaving 58 people, mostly ram sevaks, dead. ram sevaks, who had in the evening avoided boarding in the train at ahmedabad, did not get in even at vadodara. there was heavy police arrangement at the vadodara station with people even complaining about restricted issue of platform tickets, sources said. general secretary of vhp''s gujarat unit joydeep patel said the ram sevaks, many of them armed with trishuls, used ""other modes of transport,"" fearing restrictions on their movement. ""we have changed our scheduled programme to go by sabarmati express from ahmedabad,"" patel said at ahmedabad railway station. two three-tier coaches reserved for ram sevaks were totally empty. patel said ""we have to reach ayodhya by any means. so we are travelling by bus or other modes of transport."" patel said as per earlier programme, 1,000 ram sevaks from gujarat would ""definitely reach ayodhya by march 14 evening to take part in march 15 programme for the construction of the temple.""  

Facebook Twitter Linkedin Mail",0,0,1,0,0
155,518,"new delhi: the shiv sena on thursday struck a discordant note on centre''s handling of the ayodhya issue saying that the government had not shown enough urgency in resolving the matter so far and has sought a review of the working of the ayodhya cell in the pmo to ensure a time-bound action plan. party mp sanjay nirupam has written to prime minister atal bihari vajpayee in which he has complained about the lack of adequate urgency in the matter but made it clear that that was his ""humble observation and not a charge"", sources said. in a series of suggestions to the prime minister, nirupam, who had been in the thick of a controversy sometime back over some of his allegations concerning the stock market scam, said that it was time to review the working of the ""so called"" ayodhya cell in the pmo. besides, he wanted a special meeting of the nda to be convened on the ayodhya issue to evolve a ""minimum consensus"" in the matter. referring to the government stand that resolution of the ayodhya dispute should be left to the courts, he sought to know as to how courts were quick to dispose of the case involving aiadmk supremo jayalalitha but had taken ten years so far on the ayodhya case. noting that ayodhya dispute was much serious a matter than jayalalitha''s court case, he wanted vajpayee to make a public appeal to the supreme court to give its verdict on the ayodhya matter within three months.

Facebook Twitter Linkedin Mail",0,0,0,0,0
156,528,"This story is from March 14, 2002

lucknow: as march 15 draws near, the tension in ayodhya and the state is getting to be palpable. all eyes are on the faizabad district administration and how it is going to handle the situation in case the vishwa hindu parishad leaders and the ram janmabhoomi nyas seers decide to press ahead with their plan to perform puja at the undisputed site on that day. although ayodhya is a cauldron on the boil, it seems that the onus for maintaining the rule of law will depend mainly on the district officials, mainly the district magistrate and the senior superintendent of police. for them, the state headquarters sent an important message on monday when an arrest warrant was first prepared for the vhp working president ashok singhal and later withdrawn. he was escorted to raj bhawan and then allowed to proceed to ayodhya. after the kind of treatment accorded to singhal in the state capital, will it be fair to expect the faizabad district officials to arrest him in ayodhya, where the home secretary and the director general of police will be conspicuous by their absence on march 15. already, reports from ayodhya suggest that the dm and ssp there may hesitate in taking any action against the temple movement leaders. justifiably so. in 1990 and 92, the district officials were left to deal with the ugly situation and they later paid a price for what was described as their â€˜laxity'' and incompetence. while the then dgp svm tripathi and the then home secretary played safe and stayed away from the trouble spot, the junior officers had to bear the brunt. from all accounts, the temple movement leaders will enact a face-saving drama on march 15. but just in case the situation goes out of hand, the dm and the ssp apart, there''d be a crying need for the presence of the home secretary and the director-general of police in the pilgrim city on that day, specially when the state is under central rule. executive magistrates, who are not trained in handling law and order situation, would have virtually no role to play. nor will the setting up of make-shift jails have any meaning as was the case in 1990. the detainees in these jails were allowed to go out wherever they wanted for their meals and some people made a lot of money in the process. the home secretary naresh dayal and the dgp rk pandit, despite being â€˜apprehensive'' about the situation in ayodhya, will be ensconced in the state capital. obviously, they do not believe in leading from the front because of the risks involved. with â€˜leaders'' like these, is it surprising that the lucknow zone is without an inspector-general even in the time of crisis.",0,0,1,0,0
157,546,"patna: senior nationalist congress party (ncp) leader, jagannath mishra on tuesday demanded dismissal of the narandra modi government in gujarat for its ""failure"" to contain communal violence in the state. talking to reporters here, mishra claimed that chief ministers of gujarat, uttar pradesh, rajasthan and madhya pradesh had been asked to resign by the then prime minister narsimha rao after demolition of babri masjid in 1992 and the large scale communal violence that followed. a similar situation prevailed in gujarat today and the need of the hour was dismissal of narendra modi government for ""mis-handling"" the situation, mishra said. the ncp would observe march 14 as ''save country day'' to mobilise public opinion in bihar against growing incidents of communal disturbances, he said. mishra said his party at its recent working committee meeting adopted several resolutions condemning the communal violence in gujarat. the party also criticised the ''pro-multinational'' and ''anti-people'' budget of the nda, he added. mishra charged the nda government with going for disinvestment of viable public sector units under the pressure of multi-nationals and big corporate houses of the country. the former bihar chief minister also accused the centre of doing precious little for the economic emancipation of the truncated state. he further alleged that despite promises made by several union ministers including nitish kumar, ramvilas paswan and sharad yadav, the vajpayee ministry had not not done anything for the state which was passing through severe economic crisis.

Facebook Twitter Linkedin Mail",0,0,0,0,0
158,558,"ahmedabad: the traditional trouble spots of disturbances in the walled city of ahmedabad are surprisingly quiet as the fringes of the city are emerging as the new communal hot-spots. it is remarkable, police officials say, that thickly-populated areas like kalupur, dariapur, jamalpur and raipur and khadia have remained relatively trouble-free this time accounting for only six out of a over 300 deaths that have taken place in ahmedabad over the last four days. the bulk of the killings have taken place in meghaninagar, naroda, odhav, amraiwadi and gomtipur. and the reasons are not far to seek. while the communally volatile walled city areas have sizeable population of both communities sharing space, there is also mutual respect for each othersâ€™ strengths as compared to other areas. surprisingly, even as pitched battles were going on in fringe areas of gomtipur and naroda, the womenfolk were busy buying vegetables and fruits in manekchowk in the hub of the city. for the first time perhaps in the history of communal flare-ups of ahmedabad, it is not the walled city areas which are in the news for all the wrong reasons. officials say it could also be â€˜riot fatigueâ€™ as the residents of the walled city have suffered the worst consequences of riots and therefore they have preferred to remain away from perpetuation of violence. when commissioner of police p c pandey was asked for his reaction on the phenomenon, he quipped, ""thank god that walled city remained quiet this timeâ€�. he admitted the fact that the situation would have taken a serious turn had trouble sparked off inside the walled city. in 1969, 1983, 1985 and 1992 the focus of the attention were kalupur, dariapur, jamalpur and the worst hit raipur and khadia which have earned dubious distinction for violence since british period. the bouts of communal orgy in ahmedabad has its roots in the rath yatra taken out from famous jagdish temple located in jamalpur area of the walled city. the first major disturbance was reported in 1946 when ugly clashes were reported between two communities during the rath yatra. according to sources, the riots in large scale started only after tiffs over annual rath yatra procession, except in 1992 when trouble erupted after the demolition of the babri mosque. it is for the second time perhaps that riots have been triggered off on a massive scale during the vhp sponsored gujarat bandh to protest against the killing of ram sevaks aboard sabarmati express, who were returning from ayodhya. unfortunately, despite frequent riots the state administration has not bothered to implement the recommendations made by two inquiry commissions, one appointed after the 1969 riots and the second after the 1985 riots. the report submitted by the reddy commission and the dave commission have been shelved and none of the findings and suggestions made by the commissions have been accepted or implemented so far. â€œneither congress or bjp regime have taken pains to study the recommendations made by these commissions to check the communal disturbances in ahmedabad,â€� a senior minister confirmed on condition of annynomity.  

Facebook Twitter Linkedin Mail",0,0,1,0,0
159,564,"ahmedabad: gujarat government has decided to set up district level peace committees to restore peace and harmony in the riot-hit state. the committees would be set up in all districts involving leaders from both the communities, officials said here on saturday. the panels would also have members from the administration and other concerned fields, they said. communal clashes in the state for the last three days had so far claimed over 250 lives, the officials said. meanwhile, chief minister narendra modi, who is being criticised for ""inaction"" in the wake of widespread violence in the state, is likely to convene an all-party meeting shortly to discuss the situation, bjp sources said.

Facebook Twitter Linkedin Mail",0,0,0,0,0
160,571,"lucknow: in a significant move, the centre on wednesday approached the allahabad high court seeking a day-to-day hearing of the case relating to the ayodhya dispute.        read this story in...          Â Â hindi    a petition was filed by the centre before the lucknow bench of the high court comprising justice sudhir narayan, justice rafat alam and justice bhanwar singh praying for a direction that the hearing of the case relating to the dispute be taken up on a day-to-day basis. the court granted time till march 18 to the parties for filing replies to the application while posting further hearing on it to march 19. the application filed before the full bench through additional solicitor general r n trivedi comes in the midst of fresh intiatives taken by the centre to resolve the ram janmabhoomi-babri masjid dispute, especially a day after the kanchi shankaracharya floated a formula for breaking the deadlock. trivedi impressed on the court that under the acquisition act of 1993, the union of india was statutory receiver with the obligation to maintain status quo till the disposal of the suits. it was spending about rs 30 crore annually in this regard, he added. it was submitted that in view of the sensitive issues involved, it would be appropriate if the disputes were resolved as early as possible. the additional solicitor general said so far the testimony of 23 witnesses have been completed. the examination and cross-examination of witnesses sometimes took 12-15 days. zafaryab jilani, appearing for sunni wakf board, objected to the maintainability of the application on the ground that the centre was never a party to the dispute. a manan, appearing for one of the plaintiffs, also wanted to file objections to the centre''s application. r l verma, appearing for one of the parties to the suit also sought time to file reply to the application. trivedi responded that in the dispute between the parties, the union of india was not a necessary party but in its capacity as the statutory receiver it could not be said that the centre had no locus standi to file an application for early hearing. the high court had in 1989 directed that four title suits originally filed before the civil judge, faizabad, be transferred to its lucknow bench for original trial of the case relating to the ownership of the disputed area at ayodhya. all the four suits were now pending before a special full bench of the high court. after the demolition of the disputed structure in ayodhya in 1992, the disputed area and the adjacent area was acquired by the centre under the provisions of the acquisition of certain area at ayodhya act (accaaa), 1993. the validity of this act was challenged in supreme court in 1994, which had upheld the constitutional validity of the acaaa. under section 7 of the act, faizabad divisional commissioner is entrusted with the responsibility of maintaining status quo in the disputed area till the transfer of property is made by the centre on resolution of the dispute to the party found entitled to it in accordance of the final adjudication of the issue by the court. the four title suits for the determination of the true owner of the disputed area were being heard by the court and till its adjudication the centre as the statutory receiver has to maintain status quo, trivedi said. the centre said as statutory receiver it was administering the property in a befitting manner considering the sensitivity of the issue, the threat perception to the makeshift structure and the volatile law and order situation, which was often fuelled and worsened by religious passions. this has necessitated flow and utilisation of huge manpower and financial resources to maintain status quo and law and order in the area and pointed out that government was spending rs 30 crore on the maintenance and security of the area alone, trivedi said. the application also said the centre was holding and managing the additional land measuring 70 acres adjacent to the disputed area to implement the final verdict of the high court. ""in view of the nature of the issues involved, their importance and sensitivity and consideration of national interest, which impelled early resolution of the dispute on an urgent basis, the central government is vitally interested that the suits be decided at an early date,"" it said. related stories:Â kanchi seer postpones return homeÂ kanchi seer offers new peace formula for templeÂ land cannot be given to vhp  

Facebook Twitter Linkedin Mail",0,0,1,0,0
161,572,"This story is from March 11, 2002

ambala: the convener of haryana kisan congress and a former state minister, nirmal singh said on monday that the bjp had not been able to strengthen its image in the state despite being in power at the centre. while addressing a press conference at his office, he said, ""bjp has not been able to strengthen its image inspite of having nda government in the centre for more than two years. they are only lingering over the issue of construction of ram mandir in ayodhya."" he said that the congress has started preparing for the next assembly elections in the state. demanding a minimum support price of rs 700 per quintal for the coming paddy crop and concessional electricity tariff for economically weaker sections in haryana, singh told mediapersons that ''hisaab lao'' rally at kurukshetra, which was postponed due to elections in punjab, uttar pradesh and uttaranchal, will be held this month in which the party would demand the account for revenue distribution and reasons for neglect of few districts by the state government. he said, ""pradesh congress committee will discuss various problems faced by the farmers and the labourers and will review the political situation in haryana in the two-day camp on march 12 and 13 at shahabad markanda.""",0,0,0,0,0
162,575,"This story is from March 7, 2002

ahmedabad: members of the ekta samiti have called for strict punitive action against those responsible for the carnage in gujarat. the committee held its first meeting on wednesday, condemning the mayhem that reigned roost during the recent riots. it was chaired by the mayor himmatsinh patel and attended by the police commissioner pc patel, ahmedabad collector k srinivas, members from both the communities and other senior officials of administration and police. ""the bloodbath that started in godhra and spread into ahmedabad and all over the state has frightened the commoners and torn apart the society. i call upon the citizens to join hands and reinstate communal harmony and a conducive atmosphere for economic growth of the state,"" patel appealed. the meet called upon the state government to assist those who have lost their belongings and means of livelihood during the riots. samiti members have also appealed for the state''s aid in recharging economic and industrial activity in the city and state.",0,0,1,0,0
163,576,"This story is from March 2, 2002

patna: leaders of political parties on friday gave mixed reactions to the violence counter-violence in the wake of godhra killings in gujarat, which has resulted in more killings. president of the bihar pradesh congress committee shakeel ahmad said that the gujarat government could have well apprehended counter-violence in the wake of godhra killings in the train. but the government there did not take any action against hooligans who went on rampage on thursday, and indulged in a largescale violence and arson in which several lives were lost, he added. the gujarat administration did not take any step to protect the life and property of people, ahmad said. former chief minister and president of the manavadhikar sanrakshan pratishthan jagannath mishra apprehended the hand of pakistani secret agency isiâ€™s link in the massacre of 58 people, who were burnt alive in sabarmati express. he alleged that such an inhuman act was caused due to the vishwa hindu parishad giving a call to kar sevaks for the construction of ram temple in ayodhya. he urged the central government to ban the vhp and get implemented the supreme court order on the issue of ram janmabhoomi in ayodhya. minister for registration and adult education vijay shanker dubey condemned the incidents of violence and counter-violence in godhra, ahmedabad, baroda and rajkot. he said that the rising communal tension in the wake of godhra incidence had to be checked. he urged the president of the country to intervene immediately. at a meeting here on friday, the state bjp leaders expressed anger, charging that sabar-mati express had been burnt and kar sevaks were killed under a criminal conspiracy. the meeting chaired by its state president nand kishore yadav was attended by bjp vice-president kailashpati mishra, leader of the opposition in the assembly sushil kumar modi, chandramohan rai, kameshwar chaupal, giriraj singh, kiran ghai and other senior leaders. they expressed concern at the â€œaftermathâ€� of godhra violence and appealed to people of bihar to maintain communal harmony. meanwhile, the bjp announced its candidates for the teachersâ€™ and graduate constituencies for the bihar vidhan parishad polls. the names announced were of ramakant pandey for saran teachersâ€™ constituency, ganesh prasad for tirhut graduate constituency, virkeshwar prasad singh for kosi teachersâ€™ constituency and sikandar rai for darbhanga teachersâ€™ constituency. <>btrains to be diverted: anticipating disturbances at ayodhya, the eastern railway has announced in patna diversion of at least four trains from their normal route from march 15. according to an eastern railway press release, 3009/3010 howrah-dehra dun express will be diverted to varanasi-sultanpur-lucknow route. the 3483-3484 malda-bhiwani farakka express will be diverted to varanasi-sultanpur-lucknow route. the 3151/3152 sealdah-jammu tawi express will be diverted to varanasi-pratapgarh-lucknow route. the dhanbad-ferozepur ganga-sutlej express will be go via varanasi, pratapgarh and lucknow.",0,0,0,0,0
164,54,"ayodhya: a journalist working with the american news agency associated press on saturday said that he was beaten up by a group of kar sevaks at the railway station here. the scribe, requesting anonymity, told newsmen here that while he was talking to a group of kar sevaks at the station about their purpose of visit here and destination, another group standing nearby turned violent and thrashed him. he said that they snatched his gold chain while he was trying to save himself. they also objected to being photographed, he said. a report has been lodged with the police. the incident is the first of its kind during the ongoing vhp programme.  

Facebook Twitter Linkedin Mail",0,0,1,0,0
